id,char,pinyins,script_type,hsk_level
2018,嗡,wēng|wěng,neutral,
2020,嗣,sì,neutral,
2021,嗤,chī,neutral,
2023,嗦,suo|suō,neutral,7-9
2025,嗨,hāi|hēi,neutral,
2028,嗫,niè,simplified,
2032,嗯,ń|ńg|ňg|ǹg|ň|ǹ,neutral,
2036,嗳,āi|ǎi|ài,simplified,
2046,嗽,sòu|shuò|shù,neutral,7-9
2049,嘀,dí|zhé|dī,neutral,
2055,嘆,tàn,traditional,
2057,嘈,cáo,neutral,
2058,嘉,jiā,neutral,6
2062,嘍,lóu|lǒu|lou,traditional,
2063,嘎,gā|gá|gǎ,neutral,
2069,嘔,ǒu|ōu|òu|xū|chū|ou,traditional,
2071,嘖,zé,traditional,
2072,嘗,cháng,traditional,
2073,嘘,xū|shī,simplified,
2076,嘛,ma|má,neutral,6
2079,嘞,lei|lē,neutral,
2080,嘟,dū,neutral,
2090,嘩,huā|huá,traditional,
2095,嘮,láo|chāo|lào|xiāo,traditional,
2096,嘯,xiào|chì,traditional,
2098,嘱,zhǔ,neutral,7-9
2099,嘲,cháo|zhāo,neutral,7-9
2101,嘴,zuǐ,neutral,2
2103,嘶,sī,neutral,
2108,嘻,xī,neutral,
2112,嘿,hēi|mò|mù,neutral,7-9
2114,噁,ě|wù|wò,traditional,
2132,噓,xū,traditional,
2136,噗,pū,neutral,
2138,噙,qín,neutral,
2141,噜,lū,simplified,
2147,噢,ō|yǔ|yù|ào,neutral,
2153,器,qì,neutral,3
2154,噩,è,neutral,
2155,噪,zào,neutral,7-9
2157,噬,shì,neutral,
2165,噴,pēn|pèn|fèn,traditional,
2169,噸,dūn,traditional,
2173,噼,pī,neutral,
2182,嚅,rú,neutral,
2184,嚇,xià|hè,traditional,
2191,嚎,háo,neutral,
2192,嚏,tì,neutral,
2193,嚐,cháng,traditional,
2198,嚕,lǔ|lū,traditional,
2214,嚥,yàn,neutral,
2217,嚨,lóng,traditional,
2223,嚮,xiàng|xiǎng,traditional,
2229,嚴,yán|yǎn,traditional,
2232,嚷,rǎng|rāng,neutral,7-9
2237,嚼,jué|jiáo|jiào,neutral,7-9
2250,囉,luō|luó|luo,traditional,
2251,囊,náng|nāng,neutral,7-9
2258,囑,zhǔ,traditional,
2260,囓,niè,neutral,
2267,囚,qiú,neutral,7-9
2268,四,sì,neutral,1
2271,回,huí,neutral,1
2273,因,yīn,neutral,2
2275,团,tuán|qiú,simplified,3
2283,囪,cōng,traditional,
2286,园,yuán|wán,neutral,2
2289,困,kùn,neutral,3
2290,囱,cōng|chuāng,simplified,7-9
2293,围,wéi,simplified,3
2299,固,gù,neutral,4
2302,国,guó,simplified,1
2303,图,tú,neutral,1
2308,圃,pǔ,neutral,
2311,圆,yuán,simplified,4
2313,圈,quān|juān|juàn|quán|juǎn,neutral,4
2316,國,guó,traditional,
2318,圍,wéi,traditional,
2323,園,yuán,traditional,
2324,圓,yuán,traditional,
2327,圖,tú,traditional,
2329,團,tuán|chuán,traditional,
2333,圜,huán|yuán,neutral,
2336,土,tǔ|dù|chǎ|tú,neutral,3
2340,圣,shèng|kū,simplified,6
2345,在,zài,neutral,1
2350,圭,guī,neutral,
2353,地,dì|de,neutral,1
2363,场,chǎng|cháng,simplified,1
2367,圾,jī|jí|jié,neutral,4
2369,址,zhǐ,neutral,4
2371,坂,bǎn,neutral,
2376,均,jūn|yùn,neutral,4
2379,坊,fāng|fáng,neutral,
2382,坍,tān,neutral,
2383,坎,kǎn|kàn,neutral,
2384,坏,huài|pī|péi,neutral,1
2385,坐,zuò,neutral,1
2386,坑,kēng|kàng,neutral,7-9
2392,块,kuài|yué,neutral,1
2395,坚,jiān,simplified,3
2396,坛,tán,neutral,7-9
2398,坝,bà,simplified,7-9
2399,坞,wù,simplified,
2400,坟,fén,simplified,7-9
2401,坠,zhuì,simplified,7-9
2402,坡,pō,neutral,6
2405,坤,kūn,neutral,
2407,坦,tǎn,neutral,5
2409,坨,tuó|yí,neutral,
2411,坪,píng,neutral,7-9
2416,坯,pī|huài,neutral,
2424,坷,kě|kē|jiōng,neutral,
2435,垂,chuí|zhuì,neutral,7-9
2436,垃,lā|la,neutral,4
2437,垄,lǒng,simplified,7-9
2444,型,xíng,neutral,4
2451,垒,lěi,simplified,7-9
2465,垠,yín|kèn,neutral,
2467,垢,gòu,neutral,
2476,垫,diàn,simplified,7-9
2479,垮,kuǎ,neutral,7-9
2499,埂,gěng,neutral,
2500,埃,āi|zhì,neutral,
2508,埋,mái|mán,neutral,6
2511,城,chéng,neutral,3
2517,埔,pǔ|bù,neutral,
2528,域,yù,neutral,5
2529,埠,bù,neutral,
2552,執,zhí,traditional,
2554,培,péi|pǒu|pī,neutral,4
2555,基,jī,neutral,3
2563,堂,táng,neutral,2
2566,堅,jiān,traditional,
2567,堆,duī|zuī,neutral,5
2578,堑,qiàn,simplified,
2582,堕,duò|huī,neutral,7-9
2594,堡,bǎo|bǔ|pù,neutral,7-9
2597,堤,dī|tí|dǐ|shí|wéi,neutral,7-9
2603,堪,kān|chěn,neutral,7-9
2610,報,bào|fù,traditional,
2613,場,chǎng|cháng|shāng|dàng,traditional,
2614,堵,dǔ|zhě|dū,neutral,4
2635,塊,kuài,traditional,
2637,塌,tā|dā,neutral,7-9
2642,塑,sù,neutral,4
2645,塔,tǎ|dā|da,neutral,6
2648,塗,tú|dù,traditional,
2649,塘,táng,neutral,7-9
2655,塞,sāi|sài|sè,neutral,6
2659,塢,wù|wǔ,traditional,
2661,塤,xūn,traditional,
2668,填,tián|tiǎn|chén|zhèn,neutral,4
2678,塵,chén,traditional,
2682,塹,qiàn|jiàn,traditional,
2692,境,jìng,neutral,3
2694,墅,shù|yě,neutral,7-9
2699,墊,diàn,traditional,
2708,墓,mù,neutral,6
2714,墙,qiáng,simplified,2
2717,墜,zhuì,traditional,
2719,增,zēng|zèng|céng,neutral,3
2720,墟,xū,neutral,7-9
2729,墨,mò|mèi,neutral,6
2730,墩,dūn,neutral,
2735,墮,duò|huī|huì,traditional,
2740,墳,fén|fèn,traditional,
2748,墻,qiáng,traditional,
2754,壁,bì,neutral,5
2760,壇,tán|shàn|dàn|tǎn,traditional,
2772,壓,yā|yà,traditional,
2776,壗,jìn,traditional,
2777,壘,lěi|léi|lǜ,traditional,
2783,壞,huài|huì|huái,traditional,
2784,壟,lǒng,traditional,
2789,壤,rǎng,neutral,7-9
2796,士,shì,neutral,4
2799,壮,zhuàng,neutral,6
2800,壯,zhuàng|zhuāng,traditional,
2801,声,shēng|qìng,neutral,2
2804,壳,ké|qiào,neutral,7-9
2807,壶,hú,simplified,6
2810,壹,yī|yīn,neutral,
2811,壺,hú,traditional,
2814,壽,shòu,traditional,
2821,处,chù|chǔ,simplified,2
2824,备,bèi,simplified,1
2830,复,fù,neutral,2
2832,夏,xià|jiǎ,neutral,2
2838,夕,xī|yì,neutral,5
2839,外,wài,neutral,1
2843,多,duō,neutral,1
2845,夜,yè,neutral,2
2848,够,gòu,neutral,2
2849,夠,gòu,traditional,
2851,夢,mèng|méng,traditional,
2854,夥,huǒ,neutral,
2856,大,dà|dài|tài,neutral,1
2858,天,tiān,neutral,1
2859,太,tài|tā,neutral,1
2860,夫,fū|fú,neutral,3
2862,夭,yāo|wò|wāi,neutral,
2863,央,yāng|yīng,neutral,5
2866,失,shī|yì,neutral,3
2869,头,tóu|tou,neutral,2
2872,夷,yí,neutral,7-9
2873,夸,kuā|kuà|kuǎ,neutral,7-9
2874,夹,jiā|gā|jiá,simplified,5
2875,夺,duó,simplified,6
2879,夾,jiā|jiá|xié|xiá|gā,traditional,
2885,奄,yǎn|yān,neutral,
2888,奇,qí|jī|ǎi|yǐ,neutral,3
2889,奈,nài,neutral,5
2890,奉,fèng,neutral,6
2892,奋,fèn|kǎng,simplified,4
2896,奏,zòu|còu,neutral,6
2898,契,qì|xiè|qiè|jié,neutral,7-9
2901,奔,bēn|bèn|fèn,neutral,6
2903,奖,jiǎng,simplified,4
2904,套,tào|tǎo,neutral,2
2907,奚,xī,neutral,
2915,奢,shē,neutral,7-9
2918,奥,ào|yù|yōu,simplified,7-9
2920,奧,ào,traditional,
2923,奪,duó|duì,traditional,
2925,奬,jiǎng,traditional,
2927,奮,fèn,traditional,
2932,女,nǚ|nǜ|rǔ,neutral,1
2933,奴,nú,neutral,7-9
2935,奶,nǎi,neutral,1
2937,奸,jiān|gān,neutral,7-9
2938,她,tā|jiě|chí,neutral,1
2942,好,hǎo|hào,neutral,1
2947,如,rú,neutral,2
2949,妄,wàng|wáng,neutral,7-9
2951,妆,zhuāng,simplified,7-9
2952,妇,fù,simplified,4
2953,妈,mā,simplified,1
2955,妊,rèn|rén,neutral,
2958,妍,yán,neutral,
2963,妒,dù,neutral,7-9
2964,妓,jì|jī,neutral,
2967,妖,yāo|jiǎo,neutral,7-9
2970,妙,miào|miǎo,neutral,6
2974,妝,zhuāng,traditional,
2975,妞,niū|hào,neutral,
2982,妥,tuǒ,neutral,7-9
2985,妨,fáng|fāng,neutral,7-9
2986,妩,wǔ,simplified,
2991,妮,nī|ní,neutral,
2996,妳,nǐ|nǎi,neutral,
3002,妹,mèi,neutral,1
3004,妻,qī|qì,neutral,4
3007,妾,qiè,neutral,
3015,姆,mǔ,neutral,7-9
3019,姊,zǐ,neutral,
3020,始,shǐ,neutral,3
3022,姍,shān|xiān|pān,traditional,
3025,姐,jiě|jù|xù|zū,neutral,1
3026,姑,gū,neutral,3
3028,姓,xìng|shēng,neutral,2
3029,委,wěi|wēi|wèi,neutral,5
3035,姚,yáo|tiào|táo|yào,neutral,
3037,姜,jiāng,neutral,7-9
3046,姥,lǎo|mǔ,neutral,7-9
3047,姦,jiān,traditional,
3049,姨,yí,neutral,4
3068,姻,yīn,neutral,7-9
3072,姿,zī|zì,neutral,7-9
3074,威,wēi,neutral,6
3076,娃,wá|wā|guì,neutral,6
3078,娅,yà,simplified,
3079,娆,ráo|rǎo,simplified,
3080,娇,jiāo,neutral,7-9
3097,娘,niáng,neutral,3
3100,娛,yú,traditional,
3101,娜,nà|nuó,neutral,
3105,娠,shēn,neutral,
3122,娱,yú,neutral,6
3125,娴,xián,simplified,
3127,娶,qǔ|jū|shū,neutral,7-9
3133,娼,chāng,neutral,
3143,婆,pó,neutral,4
3146,婉,wǎn,neutral,7-9
3147,婊,biǎo,neutral,
3163,婚,hūn,neutral,3
3175,婦,fù,traditional,
3179,婪,lán|lǎn,neutral,7-9
3182,婭,yà|yā|yǎ,traditional,
3189,婴,yīng,simplified,7-9
3191,婶,shěn,simplified,
3192,婷,tíng,neutral,
3200,婿,xù,neutral,7-9
3219,媒,méi|mèi,neutral,3
3227,媚,mèi,neutral,7-9
3228,媛,yuàn|yuán,neutral,
3240,媧,wā,traditional,
3252,媳,xí,neutral,7-9
3262,媽,mā,traditional,
3263,媾,gòu,neutral,
3266,嫁,jià,neutral,7-9
3267,嫂,sǎo,neutral,7-9
3274,嫉,jí,neutral,7-9
3277,嫌,xián,neutral,6
3287,嫖,piáo|piào|biāo,neutral,
3306,嫩,nèn,neutral,7-9
3307,嫪,lào|láo,neutral,
3338,嬉,xī|xǐ,neutral,7-9
3341,嬌,jiāo,traditional,
3356,嬛,huán|xuān|qióng|xuán,neutral,
3365,嬤,mā,traditional,
3377,嬰,yīng|yìng,traditional,
3385,嬸,shěn,traditional,
3409,子,zi|zǐ,neutral,1
3410,孑,jié,neutral,
3413,孔,kǒng,neutral,7-9
3414,孕,yùn,neutral,7-9
3416,字,zì,neutral,1
3417,存,cún,neutral,3
3418,孙,sūn,neutral,4
3420,孛,bèi|bó,neutral,
3421,孜,zī,neutral,
3422,孝,xiào,neutral,7-9
3424,孟,mèng,neutral,7-9
3428,季,jì,neutral,4
3429,孤,gū,neutral,6
3431,学,xué,simplified,1
3434,孩,hái,neutral,1
3436,孫,sūn|xùn,traditional,
3441,孰,shú,neutral,
3449,學,xué|huá|jiào,traditional,
3458,宁,níng|nìng|zhù,neutral,4
3460,它,tā|tuó|yí,neutral,2
3462,宅,zhái|chè|dù,neutral,6
3464,宇,yǔ,neutral,6
3465,守,shǒu|shòu,neutral,4
3466,安,ān,neutral,2
3468,宋,sòng,neutral,7-9
3469,完,wán|kuān,neutral,2
3472,宏,hóng,neutral,6
3478,宕,dàng,neutral,
3480,宗,zōng,neutral,6
3481,官,guān,neutral,4
3482,宙,zhòu,neutral,7-9
3483,定,dìng,neutral,2
3484,宛,wǎn|yuān|yǔn|yù,neutral,
3485,宜,yí,neutral,2
3486,宝,bǎo,neutral,4
3487,实,shí,neutral,2
3489,宠,chǒng,simplified,6
3490,审,shěn,simplified,6
3491,客,kè|qià,neutral,1
3492,宣,xuān,neutral,3
3493,室,shì,neutral,2
3499,宪,xiàn|xiòng,simplified,7-9
3500,宫,gōng,simplified,6
3503,宮,gōng,traditional,
3505,宰,zǎi,neutral,7-9
3508,害,hài|hé,neutral,3
3509,宴,yàn,neutral,6
3510,宵,xiāo,neutral,7-9
3511,家,jiā|jia|jià|jie|gū,neutral,1
3514,容,róng|yǒng,neutral,3
3518,宽,kuān,simplified,4
3519,宾,bīn,neutral,5
3520,宿,sù|xiǔ|xiù|qī,neutral,5
3523,寂,jì,neutral,7-9
3525,寄,jì,neutral,4
3527,密,mì,neutral,4
3533,富,fù,neutral,3
3539,寒,hán,neutral,4
3540,寓,yù,neutral,7-9
3550,寝,qǐn,simplified,7-9
3551,寞,mò,neutral,7-9
3552,察,chá|cuì,neutral,3
3554,寡,guǎ,neutral,7-9
3555,寢,qǐn,traditional,
3558,寥,liáo,neutral,7-9
3559,實,shí|zhì,traditional,
3560,寧,níng|nìng,traditional,
3561,寨,zhài|sè|qiān,neutral,7-9
3562,審,shěn|pán,traditional,
3564,寫,xiě|xiè,traditional,
3565,寬,kuān,traditional,
3574,寵,chǒng|lóng,traditional,
3575,寶,bǎo,traditional,
3577,寸,cùn|cǔn,neutral,4
3578,对,duì,neutral,1
3579,寺,sì|shì,neutral,6
3580,寻,xún|xín,simplified,4
3581,导,dǎo,simplified,3
3584,寿,shòu,neutral,5
3586,封,fēng|biǎn,neutral,2
3589,射,shè|yè|yì,neutral,5
3591,将,jiāng|jiàng|qiāng,simplified,3
3592,將,jiāng|jiàng|qiāng|yáng|jiǎng,traditional,
3593,專,zhuān|tuán|shuàn,traditional,
3595,尊,zūn,neutral,5
3596,尋,xún|xín,traditional,
3598,對,duì,traditional,
3599,導,dǎo|dào,traditional,
3600,小,xiǎo,neutral,1
3602,少,shǎo|shào,neutral,1
3605,尔,ěr,neutral,5
3607,尖,jiān,neutral,6
3609,尘,chén,simplified,7-9
3610,尙,shàng,neutral,
3611,尚,shàng|cháng,neutral,4
3614,尝,cháng,neutral,5
3621,尤,yóu,neutral,5
3629,尬,gà,neutral,7-9
3634,就,jiù,neutral,1
3637,尴,gān,simplified,7-9
3640,尷,gān,traditional,
3641,尸,shī,neutral,7-9
3643,尺,chǐ|chě,neutral,4
3645,尼,ní|nǐ,neutral,7-9
3646,尽,jǐn|jìn,neutral,3
3647,尾,wěi|yǐ,neutral,4
3648,尿,niào|suī,neutral,7-9
3649,局,jú,neutral,4
3650,屁,pì,neutral,
3651,层,céng,simplified,2
3653,屄,bī,neutral,
3654,居,jū|jī,neutral,4
3655,屆,jiè,traditional,
3657,屈,qū|jué|què|jú,neutral,7-9
3658,屉,tì,simplified,7-9
3659,届,jiè,neutral,5
3660,屋,wū,neutral,3
3661,屌,diǎo,neutral,
3662,屍,shī|shì,traditional,
3663,屎,shǐ|xī,neutral,
3664,屏,píng|bǐng|bìng|bīng,neutral,6
3666,屑,xiè,neutral,7-9
3670,展,zhǎn,neutral,3
3677,屜,tì,traditional,
3679,属,shǔ|zhǔ,neutral,3
3681,屠,tú,neutral,7-9
3685,層,céng,traditional,
3686,履,lǚ,neutral,7-9
3693,屬,shǔ|zhǔ,traditional,
3696,屯,tún|zhūn,neutral,7-9
3698,山,shān,neutral,1
3712,屿,yǔ,simplified,7-9
3714,岁,suì,neutral,1
3715,岂,qǐ|kǎi,simplified,7-9
3729,岐,qí,neutral,
3733,岔,chà,neutral,7-9
3736,岗,gǎng|gāng,simplified,6
3740,岛,dǎo,simplified,6
3746,岡,gāng,traditional,
3754,岩,yán,neutral,7-9
3764,岳,yuè,neutral,7-9
3769,岸,àn,neutral,5
3802,峙,zhì|shì,neutral,7-9
3810,峡,xiá,simplified,7-9
3822,峭,qiào,neutral,
3825,峰,fēng,neutral,6
3831,島,dǎo,traditional,
3836,峻,jùn,neutral,7-9
3838,峽,xiá,traditional,
3848,崇,chóng,neutral,6
3855,崎,qí|qǐ|yī,neutral,
3861,崔,cuī,neutral,
3863,崖,yá,neutral,7-9
3864,崗,gǎng|gāng,traditional,
3866,崙,lún,traditional,
3868,崛,jué|yù,neutral,7-9
3882,崩,bēng,neutral,7-9
3886,崭,zhǎn,simplified,7-9
3893,崴,wǎi|wēi|wěi,neutral,
3917,嵌,qiàn|hǎn|kàn,neutral,7-9
3973,嶄,zhǎn|chán,traditional,
4029,嶼,yǔ|xù,traditional,
4053,巔,diān,traditional,
4062,川,chuān,neutral,7-9
4063,州,zhōu,neutral,7-9
4066,巡,xún|yán|shùn,neutral,7-9
4067,巢,cháo|chào,neutral,7-9
4070,工,gōng,neutral,1
4071,左,zuǒ,neutral,1
4072,巧,qiǎo,neutral,3
4073,巨,jù|qú,neutral,4
4074,巩,gǒng,simplified,6
4076,巫,wū,neutral,7-9
4079,差,chà|chā|chāi|cī|chài|cuō|jiē,neutral,1
4082,己,jǐ|qǐ,neutral,2
4083,已,yǐ|sì,neutral,2
4084,巳,sì|yǐ,neutral,
4085,巴,bā,neutral,4
4088,巷,xiàng|hàng,neutral,7-9
4095,巾,jīn,neutral,4
4098,币,bì|yìn,simplified,3
4099,市,shì|fú,neutral,2
4100,布,bù,neutral,3
4102,帅,shuài,simplified,4
4103,帆,fān|fán|fàn,neutral,7-9
4105,师,shī,neutral,1
4109,希,xī,neutral,3
4113,帐,zhàng,simplified,7-9
4118,帕,pà|mò,neutral,7-9
4119,帖,tiē|tiě|tiè,neutral,7-9
4121,帘,lián|chén,neutral,5
4123,帚,zhǒu,neutral,
4124,帛,bó,neutral,
4125,帜,zhì,simplified,7-9
4126,帝,dì,neutral,6
4134,帥,shuài,traditional,
4135,带,dài,simplified,2
4136,帧,zhēn|zhèng,simplified,
4140,師,shī,traditional,
4142,席,xí,neutral,4
4143,帮,bāng,neutral,1
4148,帳,zhàng,traditional,
4151,帶,dài,traditional,
4153,常,cháng,neutral,1
4158,帽,mào,neutral,4
4166,幅,fú|bī,neutral,5
4173,幌,huǎng,neutral,
4182,幕,mù|màn,neutral,5
4187,幚,bāng,neutral,
4192,幟,zhì,traditional,
4195,幢,chuáng|zhuàng,neutral,7-9
4196,幣,bì,traditional,
4204,幫,bāng,traditional,
4211,干,gàn|gān|àn,neutral,1
4212,平,píng|pián|bìng|bēng,neutral,2
4213,年,nián|nìng,neutral,1
4215,并,bìng|bīng,neutral,3
4217,幸,xìng|niè,neutral,3
4218,幹,gàn|gān|hán|guǎn,traditional,
4219,幺,yāo|mì,traditional,
4220,幻,huàn,neutral,6
4221,幼,yòu|yào,neutral,4
4222,幽,yōu,neutral,5
4223,幾,jǐ|jī|jì|qí,traditional,
4224,广,guǎng|yǎn|ān,neutral,2
4229,庄,zhuāng|péng,neutral,6
4231,庆,qìng,simplified,3
4232,庇,bì|pí|pǐ,neutral,
4235,床,chuáng,neutral,1
4240,序,xù,neutral,4
4244,库,kù,simplified,5
4245,应,yīng|yìng,neutral,2
4246,底,dǐ|de,neutral,3
4248,店,diàn,neutral,1
4250,庙,miào,neutral,7-9
4251,庚,gēng,neutral,
4253,府,fǔ,neutral,4
4255,庞,páng,simplified,7-9
4256,废,fèi,simplified,6
4263,度,dù|duó|zhái,neutral,2
4264,座,zuò,neutral,2
4268,庫,kù,traditional,
4270,庭,tíng,neutral,2
4280,康,kāng|kàng,neutral,2
4281,庸,yōng|yóng,neutral,7-9
4290,廁,cè|cì|zè|si,traditional,
4291,廂,xiāng,traditional,
4297,廈,shà|xià,traditional,
4298,廉,lián,neutral,7-9
4299,廊,láng,neutral,7-9
4315,廚,chú,traditional,
4320,廟,miào,traditional,
4321,廠,chǎng,traditional,
4323,廢,fèi,traditional,
4324,廣,guǎng|guàng|kuàng|guāng,traditional,
4340,廳,tīng,traditional,
4343,延,yán,neutral,4
4344,廷,tíng,neutral,7-9
4347,建,jiàn,neutral,3
4352,廿,niàn,neutral,
4353,开,kāi,neutral,1
4355,异,yì|yí,simplified,6
4356,弃,qì,neutral,5
4357,弄,nòng|lòng,neutral,2
4361,弈,yì,neutral,7-9
4363,弊,bì,neutral,7-9
4368,式,shì|tè,neutral,3
4372,弓,gōng,neutral,7-9
4374,引,yǐn,neutral,4
4376,弗,fú,neutral,
4377,弘,hóng,neutral,7-9
4384,弟,dì|tì|tuí,neutral,1
4385,张,zhāng,simplified,3
4390,弥,mí,simplified,7-9
4391,弦,xián,neutral,7-9
4392,弧,hú,neutral,7-9
4400,弯,wān,neutral,4
4402,弱,ruò,neutral,4
4406,張,zhāng|zhàng,traditional,
4408,強,qiáng|jiàng|qiǎng,traditional,
4410,弹,dàn|tán,neutral,5
4411,强,qiáng|jiàng|qiǎng,neutral,3
4425,彈,dàn|tán,traditional,
4429,彌,mí|mǐ|ní,traditional,
4431,彎,wān,traditional,
4435,归,guī,neutral,4
4436,当,dāng|dàng,neutral,2
4438,录,lù,simplified,3
4440,彗,huì|suì,neutral,
4442,彙,huì,traditional,
4451,形,xíng,neutral,3
4456,彧,yù,neutral,
4458,彩,cǎi,neutral,3
4461,彬,bīn|bān,neutral,7-9
4462,彭,péng|páng|bāng|pēng,neutral,
4466,影,yǐng,neutral,1
4472,彷,páng|fǎng|fáng,neutral,
4474,役,yì,neutral,7-9
4476,彻,chè,simplified,4
4477,彼,bǐ,neutral,5
4480,彿,fú,neutral,
4481,往,wǎng|wàng,neutral,2
4482,征,zhēng,neutral,4
4485,径,jìng,simplified,6
4486,待,dài|dāi,neutral,3
4489,很,hěn,neutral,1
4492,律,lǜ,neutral,4
4493,後,hòu,traditional,
4497,徐,xú,neutral,7-9
4498,徑,jìng|jīng,traditional,
4499,徒,tú,neutral,6
4504,得,dé|de|děi,neutral,1
4506,徙,xǐ|sī,neutral,
4511,從,cóng|zòng|zōng|cōng|zǒng,traditional,
4514,御,yù|yà,neutral,7-9
4521,徨,huáng,neutral,
4522,復,fù,neutral,
4523,循,xún,neutral,6
4527,微,wēi,neutral,4
4534,徵,zhēng|zhǐ|chéng,neutral,
4536,德,dé,neutral,5
4538,徹,chè,traditional,
4542,徽,huī,neutral,7-9
4548,心,xīn,neutral,2
4550,必,bì,neutral,2
4551,忆,yì,simplified,5
4557,忌,jì,neutral,7-9
4558,忍,rěn|rèn,neutral,5
4561,忐,tǎn|kěng,neutral,
4562,忑,tè|dǎo,neutral,
4563,忒,tè|tuī|tēi,neutral,
4568,志,zhì,neutral,3
4569,忘,wàng|wáng,neutral,1
4570,忙,máng,neutral,1
4577,忠,zhōng,neutral,6
4578,忡,chōng,neutral,
4584,忧,yōu|yòu,simplified,6
4588,快,kuài,neutral,1
4594,忱,chén|dàn,neutral,
4598,念,niàn,neutral,3
4606,忽,hū,neutral,2
4608,忿,fèn,neutral,
4609,怀,huái|fù,neutral,4
4610,态,tài,simplified,2
4623,怎,zěn,neutral,1
4624,怏,yàng|yāng,neutral,
4627,怒,nù,neutral,6
4630,怕,pà|bó,neutral,2
4631,怖,bù,neutral,7-9
4637,怜,lián|líng|lǐng,neutral,5
4638,思,sī|sāi,neutral,2
4641,怠,dài|yí,neutral,7-9
4642,怡,yí,neutral,7-9
4646,急,jí,neutral,2
4648,性,xìng,neutral,3
4649,怨,yuàn|yùn,neutral,5
4651,怪,guài,neutral,3
4656,怯,qiè,neutral,7-9
4668,总,zǒng,simplified,3
4679,恆,héng|gèng,traditional,
4684,恋,liàn,neutral,5
4686,恍,huǎng|guāng,neutral,7-9
4689,恐,kǒng,neutral,3
4691,恒,héng,neutral,7-9
4694,恕,shù,neutral,7-9
4707,恢,huī,neutral,5
4709,恤,xù,neutral,7-9
4710,恥,chǐ,traditional,
4713,恨,hèn,neutral,5
4714,恩,ēn,neutral,6
4718,恭,gōng,neutral,7-9
4720,息,xī,neutral,1
4721,恰,qià,neutral,6
4724,恳,kěn,simplified,7-9
4727,恶,è|ě|wù|wū,simplified,4
4733,恼,nǎo,neutral,7-9
4736,恿,yǒng|tōng,neutral,
4741,悄,qiāo|qiǎo|qiào,neutral,5
4742,悅,yuè,traditional,
4746,悉,xī,neutral,5
4750,悍,hàn,neutral,
4757,悔,huǐ,neutral,5
4759,悖,bèi|běi,neutral,
4763,悚,sǒng,neutral,
4768,悟,wù,neutral,6
4769,悠,yōu,neutral,7-9
4772,患,huàn,neutral,6
4775,悦,yuè,simplified,7-9
4777,您,nín,neutral,1
4781,悬,xuán,simplified,6
4784,悯,mǐn,simplified,
4786,悱,fěi,neutral,
4787,悲,bēi,neutral,5
4789,悴,cuì,neutral,
4791,悶,mèn|mēn,traditional,
4797,悼,dào,neutral,7-9
4806,情,qíng,neutral,2
4811,惊,jīng|liáng,simplified,4
4818,惑,huò,neutral,7-9
4822,惕,tì,neutral,7-9
4825,惘,wǎng,neutral,
4829,惜,xī,neutral,5
4833,惠,huì,neutral,5
4834,惡,è|wù|wū|ě|hū,traditional,
4840,惧,jù,neutral,7-9
4841,惨,cǎn,simplified,6
4842,惩,chéng,neutral,7-9
4844,惫,bèi,simplified,7-9
4845,惬,qiè,simplified,
4846,惭,cán,simplified,7-9
4848,惯,guàn,simplified,2
4849,惰,duò|tuó,neutral,7-9
4850,惱,nǎo,traditional,
4852,想,xiǎng,neutral,1
4858,惹,rě|ruò,neutral,7-9
4866,愁,chóu|qiǎo|jiū,neutral,5
4873,愈,yù,neutral,7-9
4874,愉,yú|tōu|yǔ,neutral,6
4880,意,yì|yī,neutral,2
4891,愚,yú,neutral,7-9
4892,愛,ài,traditional,
4896,感,gǎn|hàn,neutral,2
4900,愣,lèng,neutral,7-9
4901,愤,fèn,simplified,6
4904,愧,kuì,neutral,7-9
4928,愿,yuàn,neutral,2
4937,慈,cí,neutral,7-9
4940,態,tài,traditional,
4941,慌,huāng|huǎng|huang,neutral,5
4943,慎,shèn|zhèn,neutral,7-9
4950,慕,mù,neutral,7-9
4953,慘,cǎn,traditional,
4963,慢,màn|mán,neutral,1
4964,慣,guàn,traditional,
4968,慧,huì,neutral,6
4969,慨,kǎi,neutral,7-9
4972,慫,sǒng,traditional,
4975,慮,lǜ|lǘ,traditional,
4977,慰,wèi,neutral,5
4983,慶,qìng|qīng|qiāng,traditional,
4984,慷,kāng,neutral,7-9
4991,慾,yù,neutral,
4995,憂,yōu,traditional,
5003,憊,bèi,traditional,
5004,憋,biē,neutral,7-9
5007,憎,zēng,neutral,
5009,憐,lián,traditional,
5010,憑,píng,traditional,
5013,憔,qiáo,neutral,
5029,憤,fèn,traditional,
5034,憩,qì,neutral,
5036,憫,mǐn,traditional,
5043,憲,xiàn|xiǎn,traditional,
5047,憶,yì,traditional,
5055,憾,hàn|dàn,neutral,6
5059,懂,dǒng,neutral,2
5064,懇,kěn,traditional,
5065,懈,xiè,neutral,7-9
5066,應,yīng|yìng,traditional,
5067,懊,ào|yù,neutral,
5075,懒,lǎn,simplified,6
5095,懦,nuò,neutral,
5107,懲,chéng,traditional,
5111,懶,lǎn|lài,traditional,
5112,懷,huái,traditional,
5113,懸,xuán,traditional,
5115,懺,chàn,traditional,
5117,懼,jù,traditional,
5121,戀,liàn,traditional,
5129,戈,gē,neutral,7-9
5136,戏,xì|hū,neutral,3
5137,成,chéng,neutral,2
