id,char,pinyins,script_type,hsk_level
5138,我,wǒ,neutral,1
5139,戒,jiè,neutral,5
5143,或,huò|yù,neutral,2
5145,战,zhàn,neutral,4
5147,戚,qī|cù,neutral,7-9
5148,戛,jiá|gā,neutral,
5163,截,jié,neutral,6
5169,戰,zhàn,traditional,
5171,戲,xì|hū|xī|huī|suō|yī,traditional,
5172,戳,chuō,neutral,7-9
5173,戴,dài,neutral,4
5175,戶,hù,traditional,
5176,户,hù,neutral,4
5184,房,fáng|páng,neutral,1
5185,所,suǒ,neutral,2
5186,扁,biǎn|piān|biān|pián,neutral,6
5192,扇,shàn|shān,neutral,5
5194,扉,fēi,neutral,
5196,手,shǒu,neutral,1
5198,才,cái|zāi,neutral,2
5199,扎,zhā|zā|zhá|zhǎ,neutral,6
5202,扑,pū|pì,neutral,6
5203,扒,bā|pá|bài|bié,neutral,7-9
5204,打,dǎ|dá,neutral,1
5205,扔,rēng|rèng,neutral,5
5209,托,tuō,neutral,5
5212,扛,káng|gāng,neutral,7-9
5220,扣,kòu,neutral,6
5224,执,zhí,neutral,5
5226,扩,kuò,simplified,4
5228,扫,sǎo|sào,simplified,4
5229,扬,yáng,simplified,4
5230,扭,niǔ|chǒu|zhǒu|zhòu,neutral,6
5231,扮,bàn|fěn|fēn|huǒ,neutral,5
5232,扯,chě,neutral,7-9
5233,扰,rǎo|yòu,simplified,5
5239,扶,fú|pú,neutral,5
5242,批,pī|pí,neutral,3
5245,扼,è,neutral,
5247,找,zhǎo|huá,neutral,1
5248,承,chéng|zhěng|zhèng,neutral,4
5249,技,jì|qí,neutral,3
5253,抄,chāo|suō|chào|chǎo,neutral,4
5258,抉,jué,neutral,
5259,把,bǎ|bà|pá,neutral,3
5266,抑,yì,neutral,7-9
5267,抒,shū,neutral,7-9
5268,抓,zhuā,neutral,3
5270,投,tóu|dòu,neutral,4
5271,抖,dǒu,neutral,7-9
5272,抗,kàng|gāng,neutral,6
5273,折,zhé|shé|zhē|tí,neutral,4
5275,抚,fǔ,simplified,7-9
5276,抛,pāo,neutral,7-9
5283,抢,qiǎng|qiāng,simplified,5
5285,护,hù,simplified,2
5286,报,bào,neutral,2
5289,抨,pēng|bēng,neutral,7-9
5292,披,pī,neutral,5
5293,抬,tái|chī,neutral,5
5298,抱,bào|pāo|pǒu,neutral,4
5302,抵,dǐ|zhǐ|qí,neutral,6
5306,抹,mǒ|mā|mò,neutral,7-9
5309,押,yā|xiá|jiǎ,neutral,5
5310,抽,chōu,neutral,4
5315,拂,fú|bì|pì|fèi,neutral,
5317,拄,zhǔ,neutral,7-9
5318,担,dān|dàn|dǎn|jiē,neutral,4
5319,拆,chāi|chè|chì|cā,neutral,5
5320,拇,mǔ,neutral,
5322,拉,lā|lá|lǎ|là|la,neutral,2
5324,拋,pāo,traditional,
5325,拌,bàn|pān,neutral,7-9
5326,拍,pāi|bó,neutral,3
5329,拐,guǎi,neutral,6
5331,拒,jù|jǔ,neutral,5
5332,拓,tuò|tà|zhí,neutral,7-9
5333,拔,bá|bō|bié|fá|bèi,neutral,5
5335,拖,tuō|chǐ,neutral,6
5336,拗,ǎo|ào|niù|yù,neutral,
5337,拘,jū|gōu|jǔ|jú,neutral,7-9
5338,拙,zhuō,neutral,7-9
5339,拚,pàn|biàn|fèn|fān|pīn,neutral,
5340,招,zhāo|qiáo|sháo,neutral,4
5341,拜,bài|bái,neutral,5
5344,拟,nǐ,simplified,7-9
5348,拣,jiǎn,simplified,7-9
5350,拥,yōng,simplified,5
5351,拦,lán,simplified,7-9
5352,拧,níng|nǐng|nìng,simplified,7-9
5353,拨,bō,simplified,6
5354,择,zé|zhái,simplified,4
5357,括,kuò|guā,neutral,4
5358,拭,shì,neutral,
5359,拮,jié|jiá,neutral,
5360,拯,zhěng,neutral,7-9
5362,拱,gǒng|jú,neutral,7-9
5364,拳,quán,neutral,7-9
5365,拴,shuān|quán,neutral,7-9
5368,拷,kǎo,neutral,
5373,拼,pīn|bìng,neutral,5
5374,拽,zhuāi|zhuài|yè,neutral,7-9
5375,拾,shí|shè|jiè,neutral,5
5376,拿,ná,neutral,1
5378,持,chí,neutral,3
5379,挂,guà,neutral,3
5384,指,zhǐ|zhī|zhí,neutral,3
5386,按,àn,neutral,3
5394,挑,tiāo|tiǎo|táo|diào|tiáo|tiao,neutral,4
5399,挖,wā,neutral,6
5403,挚,zhì,simplified,7-9
5406,挝,wō|zhuā,simplified,
5407,挞,tà,simplified,
5408,挟,xié|jiā,neutral,7-9
5409,挠,náo,simplified,7-9
5410,挡,dǎng|dàng,neutral,5
5412,挣,zhēng|zhèng,simplified,5
5413,挤,jǐ,simplified,5
5414,挥,huī,simplified,4
5417,挨,āi|ái,neutral,6
5419,挪,nuó,neutral,7-9
5420,挫,cuò|zuò,neutral,7-9
5424,振,zhèn|zhēn|zhěn,neutral,5
5435,挺,tǐng|tíng,neutral,2
5438,挽,wǎn,neutral,7-9
5439,挾,xié|jiā,traditional,
5443,捂,wǔ|wú,neutral,7-9
5446,捅,tǒng,neutral,7-9
5447,捆,kǔn|hún,neutral,7-9
5450,捉,zhuō,neutral,6
5454,捍,hàn|xiàn|gǎn,neutral,7-9
5456,捏,niē,neutral,7-9
5457,捐,juān|yuán,neutral,6
5462,捕,bǔ,neutral,6
5471,捞,lāo,simplified,7-9
5472,损,sǔn,simplified,5
5474,捡,jiǎn,simplified,6
5475,换,huàn,simplified,2
5476,捣,dǎo,simplified,7-9
5480,捧,pěng|fèng,neutral,7-9
5481,捨,shě,traditional,
5487,据,jù|jū,neutral,3
5490,捱,ái|āi,neutral,
5491,捲,juǎn|quán|juàn,traditional,
5496,捷,jié|qiè|chā,neutral,7-9
5505,掀,xiān|hén,neutral,7-9
5508,掃,sǎo|sào,traditional,
5513,授,shòu,neutral,4
5514,掉,diào|nuó,neutral,2
5517,掌,zhǎng,neutral,5
5520,掏,tāo|táo,neutral,6
5521,掐,qiā,neutral,7-9
5523,排,pái|pǎi|bài,neutral,2
5527,掖,yē|yè,neutral,
5529,掘,jué|kū,neutral,7-9
5530,掙,zhēng,traditional,
5532,掛,guà,traditional,
5537,掠,lüè|lüě,neutral,7-9
5538,採,cǎi,traditional,
5539,探,tàn|xián,neutral,6
5542,接,jiē|xié|shà|chā,neutral,2
5544,控,kòng|kōng|qiāng,neutral,5
5545,推,tuī,neutral,2
5546,掩,yǎn|yàn,neutral,7-9
5547,措,cuò|zé|cì,neutral,4
5553,掰,bāi,neutral,7-9
5560,掷,zhì|zhī,neutral,
5563,掺,càn|chān|shǎn,simplified,7-9
5569,揀,jiǎn,traditional,
5573,揄,yú|chōu|yóu|shū|yáo,neutral,
5578,揉,róu,neutral,7-9
5582,揍,zòu|còu,neutral,7-9
5584,描,miáo|mào,neutral,4
5585,提,tí|dī|chí|shí|dǐ,neutral,2
5587,插,chā|zhǎ,neutral,5
5595,揚,yáng,traditional,
5596,換,huàn,traditional,
5602,握,wò|òu,neutral,3
5604,揣,chuāi|chuǎi|chuài|duǒ|zhuī|tuán,neutral,7-9
5614,揭,jiē|qì|hé,neutral,6
5615,揮,huī|hún,traditional,
5621,援,yuán|huàn,neutral,6
5623,揶,yé,neutral,
5626,揹,bēi,neutral,
5630,揽,lǎn,simplified,7-9
5634,搁,gē|gé,simplified,7-9
5635,搂,lǒu|lōu,simplified,7-9
5638,搅,jiǎo,simplified,7-9
5639,搆,gòu|gōu,neutral,
5646,損,sǔn,traditional,
5648,搏,bó,neutral,7-9
5652,搓,cuō|cuǒ|chāi,neutral,7-9
5653,搔,sāo|sào,neutral,
5655,搖,yáo,traditional,
5656,搗,dǎo,traditional,
5661,搜,sōu|xiāo|sòu|shǎo,neutral,5
5663,搞,gǎo|qiāo|kào,neutral,5
5672,搧,shān,neutral,
5677,搬,bān|sù,neutral,3
5678,搭,dā|tà,neutral,6
5687,搶,qiǎng|qiāng|qiàng|chéng|chēng,traditional,
5691,携,xié,neutral,7-9
5698,摁,èn,neutral,
5701,摄,shè,simplified,5
5703,摆,bǎi,neutral,4
5704,摇,yáo,simplified,4
5707,摊,tān,neutral,7-9
5714,摑,guāi|guó,traditional,
5715,摒,bǐng|bìng,neutral,
5717,摔,shuāi,neutral,5
5721,摘,zhāi,neutral,5
5736,摧,cuī|zuì|cuò,neutral,7-9
5738,摩,mó|mā|mí,neutral,5
5744,摯,zhì,traditional,
5753,摸,mō|mó,neutral,4
5755,摺,zhé|lā|xié,neutral,
5768,撇,piē|piě|biē,neutral,7-9
5769,撈,lāo,traditional,
5777,撐,chēng,traditional,
5778,撑,chēng,neutral,6
5779,撒,sā|sǎ,neutral,7-9
5780,撓,náo|xiāo|rào,traditional,
5782,撕,sī|xī,neutral,7-9
5791,撞,zhuàng,neutral,5
5797,撤,chè,neutral,6
5798,撥,bō|fá,traditional,
5804,撫,fǔ|mó,traditional,
5805,撬,qiào,neutral,7-9
5806,播,bō|bǒ,neutral,3
5809,撰,zhuàn|xuǎn|suàn,neutral,7-9
5811,撲,pū|bǔ,traditional,
5817,撸,lū,simplified,
5820,撻,tà,traditional,
5821,撼,hàn,neutral,7-9
5823,撾,wō|zhuā,traditional,
5824,撿,jiǎn|liàn,traditional,
5825,擀,gǎn,neutral,
5826,擁,yōng,traditional,
5827,擂,léi|lèi|lēi,neutral,
5829,擄,lǔ,traditional,
5830,擅,shàn,neutral,7-9
5832,擇,zé|zhái|yì,traditional,
5835,擊,jī|jì|xí,traditional,
5836,擋,dǎng|dàng,traditional,
5838,操,cāo,neutral,4
5839,擎,qíng,neutral,7-9
5843,擒,qín,neutral,
5845,擔,dān|dàn|shàn,traditional,
5851,據,jù,traditional,
5857,擠,jǐ,traditional,
5861,擤,xǐng,neutral,
5863,擦,cā,neutral,4
5869,擬,nǐ,traditional,
5873,擰,níng|nǐng|nìng,traditional,
5874,擱,gē|gé,traditional,
5875,擲,zhì|zhī,traditional,
5877,擴,kuò|tǎng|guàng,traditional,
5883,擺,bǎi,traditional,
5887,擾,rǎo,traditional,
5889,攀,pān,neutral,7-9
5907,攒,zǎn|cuán,simplified,7-9
5909,攔,lán,traditional,
5917,攜,xié,traditional,
5918,攝,shè|zhé|niè|shà,traditional,
5923,攢,zǎn|cuán|zuān|zàn,traditional,
5931,攪,jiǎo,traditional,
5933,攬,lǎn,traditional,
5936,支,zhī|zhì|qí,neutral,3
5943,收,shōu,neutral,2
5946,改,gǎi,neutral,2
5948,攻,gōng,neutral,6
5951,放,fàng|fǎng|fāng,neutral,1
5952,政,zhèng|zhēng,neutral,4
5958,故,gù,neutral,2
5961,效,xiào,neutral,3
5965,敌,dí|huá,simplified,4
5966,敍,xù,neutral,
5968,敏,mǐn,neutral,5
5970,救,jiù|jiū,neutral,3
5976,敗,bài,traditional,
5977,敘,xù,traditional,
5978,教,jiào|jiāo,neutral,1
5980,敛,liǎn,simplified,7-9
5982,敝,bì,neutral,
5983,敞,chǎng|chèng|zhèng,neutral,7-9
5987,敢,gǎn,neutral,3
5988,散,sàn|sǎn|sān,neutral,3
5991,敦,dūn|duī|tuán|diāo|dùn|dào|zhǔn|tūn|duì|tún,neutral,7-9
5997,敬,jìng,neutral,5
6001,数,shù|shǔ|shuò,neutral,2
6003,敲,qiāo,neutral,5
6005,整,zhěng,neutral,3
6006,敵,dí,traditional,
6008,敷,fū,neutral,7-9
6009,數,shù|shǔ|shuò,traditional,
6020,斃,bì,traditional,
6024,文,wén,neutral,1
6028,斋,zhāi,neutral,
6034,斑,bān,neutral,7-9
6040,斗,dòu|dǒu|zhǔ,neutral,4
6042,料,liào|liáo,neutral,4
6045,斜,xié|xiá|chá|yé,neutral,5
6048,斟,zhēn,neutral,
6053,斤,jīn,neutral,2
6054,斥,chì|chè|zhè,neutral,7-9
6056,斧,fǔ,neutral,7-9
6058,斩,zhǎn,simplified,7-9
6061,斬,zhǎn|zhàn,traditional,
6062,断,duàn,neutral,3
6064,斯,sī|shǐ,neutral,7-9
6065,新,xīn,neutral,1
6072,斷,duàn,traditional,
6074,方,fāng|fáng|fǎng|páng|wǎng|fēng,neutral,1
6077,於,yú|yū|wū,traditional,
6078,施,shī|yì|shǐ,neutral,4
6082,旁,páng|pēng|bēng|bàng,neutral,1
6086,旅,lǚ,neutral,2
6092,旋,xuán|xuàn,neutral,6
6093,旌,jīng,neutral,
6096,族,zú|sǒu|còu|zòu,neutral,3
6104,旗,qí,neutral,6
6113,无,wú|mó,neutral,4
6115,既,jì|xì,neutral,4
6118,日,rì,neutral,1
6119,旦,dàn,neutral,5
6120,旧,jiù,simplified,3
6121,旨,zhǐ,neutral,7-9
6122,早,zǎo,neutral,1
6125,旬,xún|jūn,neutral,7-9
6130,旱,hàn,neutral,7-9
6135,时,shí,neutral,1
6136,旷,kuàng,neutral,7-9
6139,旺,wàng,neutral,6
6147,昂,áng|yàng,neutral,7-9
6151,昆,kūn|hún|kùn,neutral,7-9
6152,昇,shēng,neutral,
6157,昌,chāng|chàng,neutral,6
6159,明,míng|mèng,neutral,1
6160,昏,hūn|hùn,neutral,6
6164,易,yì,neutral,3
6165,昔,xī|cuò,neutral,7-9
6176,星,xīng,neutral,1
6177,映,yìng|yǎng,neutral,4
6182,春,chūn|chǔn,neutral,2
6184,昧,mèi|wěn|mò,neutral,7-9
6185,昨,zuó,neutral,1
6190,昭,zhāo|zhào,neutral,
6192,是,shì|tí,neutral,1
6193,昰,shì|xià,neutral,
6194,昱,yù,neutral,
6198,昵,nì|nǐ|zhì,neutral,
6205,昼,zhòu,neutral,7-9
6207,显,xiǎn,simplified,3
6211,時,shí,traditional,
6212,晃,huǎng|huàng,neutral,7-9
6218,晉,jìn,traditional,
6220,晋,jìn,neutral,7-9
6227,晒,shài,neutral,4
6228,晓,xiǎo,simplified,6
6230,晕,yūn|yùn,simplified,6
6235,晚,wǎn,neutral,1
6245,晤,wù,neutral,7-9
6249,晨,chén,neutral,2
6255,普,pǔ,neutral,2
6256,景,jǐng|yǐng,neutral,3
6257,晰,xī,neutral,7-9
6261,晴,qíng,neutral,2
6263,晶,jīng,neutral,7-9
6267,智,zhì|zhī,neutral,4
6271,晾,liàng,neutral,
6275,暂,zàn,simplified,5
6277,暄,xuān,neutral,
6280,暇,xiá|xià|jiǎ,neutral,
6281,暈,yūn|yùn,traditional,
6282,暉,huī,traditional,
6290,暑,shǔ,neutral,4
6295,暖,nuǎn|xuān,neutral,3
6296,暗,àn,neutral,4
6307,暢,chàng,traditional,
6312,暧,ài|nuǎn,simplified,
6316,暫,zàn,traditional,
6319,暮,mù,neutral,7-9
6322,暱,nì,neutral,
6325,暴,bào|pù|bó,neutral,6
6343,曆,lì,traditional,
6346,曉,xiǎo,traditional,
6359,曖,ài,traditional,
6363,曚,méng,neutral,
6366,曝,pù|bào,neutral,7-9
6381,曬,shài,traditional,
6385,曰,yuē,neutral,7-9
6387,曲,qū|qǔ,neutral,5
6388,曳,yè,neutral,
6389,更,gèng|gēng,neutral,2
6393,書,shū,traditional,
6394,曹,cáo,neutral,7-9
6397,曼,màn,neutral,
6399,曾,céng|zēng,neutral,3
6400,替,tì,neutral,4
6401,最,zuì|cuō,neutral,1
6404,會,huì|kuài|kuò,traditional,
6409,月,yuè|rù,neutral,1
6410,有,yǒu|yòu|wěi,neutral,1
6412,朋,péng,neutral,1
6414,服,fú|fù|bì|bó,neutral,1
6422,朕,zhèn,neutral,
6424,朗,lǎng,neutral,5
6428,望,wàng,neutral,3
6430,朝,cháo|zhāo|zhū,neutral,3
6432,期,qī|jī,neutral,1
6439,朦,méng|mǎng,neutral,7-9
6441,木,mù,neutral,3
6443,未,wèi,neutral,4
6444,末,mò|me,neutral,2
6445,本,běn|bēn,neutral,1
6446,札,zhá|yà,neutral,
6448,术,shù|zhú|shú,neutral,3
6450,朱,zhū|shū,neutral,7-9
6453,朴,pǔ|piáo|pò|pū|pō,neutral,7-9
6454,朵,duǒ,neutral,5
6459,机,jī|wèi,neutral,1
6462,朽,xiǔ,neutral,7-9
6465,杀,shā,simplified,5
6467,杂,zá|duǒ,simplified,3
6468,权,quán,neutral,4
6471,杆,gān|gǎn|gàn,neutral,6
6474,杉,shān|shā,neutral,
6479,李,lǐ,neutral,3
6480,杏,xìng,neutral,
6481,材,cái,neutral,3
6482,村,cūn,neutral,3
6487,杖,zhàng,neutral,7-9
6493,杜,dù|dǔ|tú,neutral,7-9
6496,束,shù,neutral,3
6497,杠,gāng|gàng|gōng,neutral,7-9
6498,条,tiáo,simplified,1
6502,来,lái,simplified,1
6505,杨,yáng,simplified,7-9
6510,杭,háng|kàng|kāng,neutral,7-9
6512,杯,bēi,neutral,1
6513,杰,jié,neutral,6
6514,東,dōng,traditional,
6520,杷,pá|bà,neutral,
6527,松,sōng,neutral,4
6528,板,bǎn,neutral,2
6530,极,jí,neutral,3
6533,构,gòu,neutral,4
6536,枇,pí|bǐ|bì|pī,neutral,
6538,枉,wǎng|kuáng,neutral,7-9
6545,析,xī|sī,neutral,5
6550,枕,zhěn|chén,neutral,7-9
6552,林,lín,neutral,4
6555,枚,méi,neutral,7-9
6557,果,guǒ|luǒ|guàn,neutral,1
6558,枝,zhī|qí,neutral,6
6563,枢,shū,simplified,7-9
6564,枣,zǎo,simplified,7-9
6571,枪,qiāng,simplified,5
6572,枫,fēng,simplified,
6576,枯,kū|gū,neutral,7-9
6582,枵,xiāo,neutral,
6583,架,jià,neutral,3
6584,枷,jiā|jià,neutral,
6597,柄,bǐng,neutral,7-9
6608,柏,bǎi|bó|bò,neutral,7-9
6609,某,mǒu|méi,neutral,3
6612,染,rǎn,neutral,5
6613,柔,róu,neutral,7-9
6619,柚,yòu|yóu|zhóu,neutral,
6621,柜,guì|jǔ,neutral,5
6625,柠,níng|chǔ|zhù,simplified,
6630,查,chá|zhā|chái,neutral,2
6637,柬,jiǎn,neutral,7-9
6640,柯,kē,neutral,
6642,柱,zhù|zhǔ,neutral,6
6644,柳,liǔ,neutral,7-9
6645,柴,chái|cī|zhài|zì,neutral,5
6646,柵,shān|zhà,traditional,
6647,柶,sì,neutral,
6656,柿,shì,neutral,5
6662,栅,zhà|shān|cè,neutral,
6664,标,biāo,neutral,3
6668,栋,dòng,simplified,7-9
6672,栏,lán,simplified,6
6674,树,shù,simplified,1
6679,栖,qī|xī,neutral,7-9
6680,栗,lì|liè,neutral,
6690,校,xiào|jiào|jiǎo|qiāo,neutral,1
6699,株,zhū,neutral,7-9
6712,样,yàng|yáng,simplified,1
6713,核,hé|hú|gāi|kài,neutral,5
6714,根,gēn,neutral,3
6717,格,gé|luò|hè|gē,neutral,3
6718,栽,zāi|zài,neutral,7-9
6723,桂,guì,neutral,7-9
6724,桃,táo|tiāo|zhào,neutral,5
6727,框,kuāng|kuàng|kuáng,neutral,7-9
6729,案,àn,neutral,4
6733,桌,zhuō,neutral,1
6738,桑,sāng,neutral,7-9
6754,桡,ráo,simplified,
6756,档,dàng,simplified,6
6758,桥,qiáo,simplified,3
6759,桦,huà,simplified,
6762,桩,zhuāng,simplified,7-9
6775,桶,tǒng,neutral,7-9
6784,桿,gǎn|hàn,traditional,
6786,梁,liáng,neutral,6
6790,梅,méi,neutral,6
6808,梗,gěng,neutral,
6814,條,tiáo|tiāo,traditional,
6819,梢,shāo|shào|xiāo|sào,neutral,7-9
6823,梦,mèng,neutral,4
6825,梨,lí,neutral,5
6830,梭,suō|xùn,neutral,
6832,梯,tī|tí,neutral,4
6833,械,xiè,neutral,6
6836,梳,shū,neutral,7-9
6838,梵,fàn,neutral,
6849,检,jiǎn,simplified,2
6853,棄,qì,traditional,
6858,棉,mián,neutral,6
6860,棋,qí|jī,neutral,7-9
6862,棍,gùn|hùn|āo|gǔn,neutral,7-9
6867,棒,bàng,neutral,5
6870,棕,zōng,neutral,
6873,棘,jí,neutral,7-9
6875,棚,péng,neutral,7-9
6880,棟,dòng,traditional,
6895,森,sēn,neutral,4
6898,棱,léng|lēng|líng|lèng|chēng,neutral,7-9
6899,棲,qī|xī,traditional,
6902,棵,kē|kuǎn|kě,neutral,4
6918,椅,yǐ|yī,neutral,2
6926,植,zhí,neutral,4
6931,椒,jiāo,neutral,7-9
6958,椭,tuǒ,simplified,
6961,椰,yē,neutral,7-9
7003,楚,chǔ,neutral,2
7007,楞,léng|lèng,neutral,
7009,楠,nán,neutral,
7012,楣,méi|měi,neutral,
7022,業,yè,traditional,
7030,極,jí|jǐ,traditional,
7037,楼,lóu,neutral,1
7043,概,gài|guì|jié,neutral,3
7045,榄,lǎn,simplified,
7049,榈,lǘ,simplified,
7061,榔,láng|lǎng,neutral,
7068,榛,zhēn,neutral,
7069,榜,bǎng|bēng|bàng|páng|péng,neutral,6
7081,榨,zhà,neutral,7-9
7087,榮,róng,traditional,
7093,榴,liú,neutral,
7096,榷,què,neutral,
7100,榻,tà,neutral,
7108,槃,pán,neutral,
7116,構,gòu|jué,traditional,
7117,槌,chuí|zhuì|duī,neutral,
7118,槍,qiāng|chēng|qiǎng,traditional,
7132,槛,kǎn|jiàn,simplified,7-9
7136,槟,bīn|bīng,simplified,
7156,槳,jiǎng|jiāng,traditional,
7166,槽,cáo|zāo,neutral,7-9
7170,樁,zhuāng|chōng,traditional,
7171,樂,lè|yuè|yào|luò|liáo,traditional,
7188,樓,lóu|lǘ,traditional,
7194,標,biāo|biào,traditional,
7202,模,mó|mú,neutral,4
7204,樣,yàng|xiàng,traditional,
7211,横,héng|hèng|guāng|guàng|huáng|huàng,simplified,6
7218,樱,yīng,simplified,
7222,樵,qiáo,neutral,
7226,樹,shù,traditional,
7230,樽,zūn,neutral,
7237,橄,gǎn,neutral,
7240,橇,qiāo,neutral,
7244,橋,qiáo|jiāo|jiào|qiāo|jiǎo,traditional,
7257,橘,jú,neutral,7-9
7258,橙,chéng|dèng|chén,neutral,7-9
7264,機,jī,traditional,
7266,橡,xiàng,neutral,7-9
7267,橢,tuǒ|duǒ,traditional,
7276,橫,héng,traditional,
7282,橱,chú,simplified,7-9
7313,檐,yán|dān,neutral,
7317,檔,dàng|dāng,traditional,
7331,檢,jiǎn,traditional,
7341,檬,méng,neutral,
7344,檯,tái,traditional,
7348,檳,bīn|bīng,traditional,
7353,檸,níng,traditional,
7356,檻,kǎn|jiàn,traditional,
7364,櫃,guì,traditional,
7398,櫥,chú,traditional,
7420,櫻,yīng,traditional,
7429,欄,lán|liàn,traditional,
7435,權,quán|guàn,traditional,
7447,欖,lǎn,traditional,
7457,欠,qiàn,neutral,5
7458,次,cì|zī|cí,neutral,1
7459,欢,huān,neutral,1
7460,欣,xīn,neutral,5
7464,欧,ōu,simplified,7-9
7475,欲,yù,neutral,6
7481,欸,āi|ǎi|ê̄|ế|ê̌|ề|xiè|éi|ěi|èi|ēi,neutral,
7483,欺,qī,neutral,6
7487,款,kuǎn|xīn,neutral,5
7496,歇,xiē|yà,neutral,5
7498,歉,qiàn,neutral,6
7501,歌,gē,neutral,1
7505,歐,ōu|ǒu,traditional,
7522,歡,huān,traditional,
7523,止,zhǐ,neutral,3
7524,正,zhèng|zhēng,neutral,1
7525,此,cǐ,neutral,3
7526,步,bù,neutral,3
7527,武,wǔ,neutral,3
7528,歧,qí,neutral,7-9
7531,歪,wāi|wǎi,neutral,7-9
7539,歲,suì|suò,traditional,
7544,歷,lì,traditional,
7545,歸,guī|kuì|kuí,traditional,
7546,歹,dǎi|è|dāi,neutral,7-9
7548,死,sǐ,neutral,3
7556,殃,yāng,neutral,7-9
7559,殆,dài,neutral,
7563,殊,shū,neutral,4
7564,残,cán,simplified,6
7571,殒,yǔn,simplified,
7575,殖,zhí|shi|shì,neutral,6
7577,殘,cán,traditional,
7598,殭,jiāng,neutral,
7605,殴,ōu,simplified,7-9
7606,段,duàn,neutral,2
7608,殷,yīn|yān|yǐn,neutral,7-9
7611,殺,shā|shài|sà|xiè|shì,traditional,
7613,殼,ké|qiào,traditional,
7616,殿,diàn,neutral,7-9
7617,毀,huǐ,traditional,
7618,毁,huǐ|huì,simplified,6
7622,毅,yì,neutral,7-9
7623,毆,ōu|kōu|qū,traditional,
7628,毋,wú|móu,neutral,
7630,母,mǔ|mú|wǔ|wú,neutral,3
7632,每,měi,neutral,3
7633,毐,ǎi,neutral,
7635,毒,dú|dài,neutral,5
7637,比,bǐ|bì|pí|pǐ,neutral,1
7638,毕,bì,simplified,4
7640,毗,pí,neutral,
7642,毙,bì,simplified,7-9
7644,毛,máo|mào,neutral,1
7660,毫,háo,neutral,4
7664,毯,tǎn,neutral,7-9
7689,氈,zhān,traditional,
7696,氏,shì|zhī|jīng,neutral,7-9
7698,民,mín,neutral,3
7700,氓,máng|méng,neutral,7-9
7701,气,qì|qǐ,neutral,1
7708,氛,fēn,neutral,6
7712,氟,fú,neutral,
7715,氢,qīng,simplified,
7716,氣,qì|xì,traditional,
7720,氧,yǎng,neutral,6
7721,氨,ān,neutral,
7724,氫,qīng,traditional,
7727,氮,dàn,neutral,
7733,水,shuǐ,neutral,1
7737,永,yǒng,neutral,2
7742,氽,tǔn|qiú,neutral,
7743,氾,fàn|fán,neutral,
7745,汀,tīng|tìng|dìng,neutral,
7746,汁,zhī|xié|shí,neutral,3
7747,求,qiú,neutral,2
7751,汆,cuān,neutral,
7752,汇,huì,simplified,4
7754,汉,hàn,simplified,1
7768,汗,hàn|hán|gān,neutral,5
7770,汙,wū|yú|wā|yū,neutral,
7774,汝,rǔ,neutral,
7775,汞,gǒng,neutral,
7776,江,jiāng,neutral,4
7777,池,chí|tuó|chè,neutral,5
7778,污,wū,neutral,5
7781,汤,tāng|shāng,simplified,3
7786,汩,gǔ|yù|hú,neutral,
7787,汪,wāng|wǎng|hóng,neutral,7-9
7793,汰,tài,neutral,7-9
7803,決,jué|quē|xuè,traditional,
7806,汽,qì|gài|yǐ,neutral,1
7812,沃,wò,neutral,7-9
7817,沈,shěn|chén|tán,neutral,
7818,沉,chén,neutral,4
7821,沌,dùn|zhuàn|tún|chún,neutral,
7824,沏,qī|qiè,neutral,7-9
7825,沐,mù,neutral,7-9
7827,沒,méi,traditional,
7831,沖,chōng,traditional,
7834,沙,shā|shà|suō,neutral,3
7836,沛,pèi,neutral,7-9
7840,沟,gōu,simplified,5
7842,没,méi|mò|me,neutral,1
7846,沥,lì,simplified,
7848,沧,cāng,simplified,7-9
7851,沪,hù,neutral,7-9
7852,沫,mò,neutral,7-9
7855,沮,jǔ|jū|jù|jiān|zǔ,neutral,7-9
7860,河,hé,neutral,2
7865,沸,fèi|fú,neutral,7-9
7866,油,yóu|yòu,neutral,2
7868,治,zhì|chí,neutral,4
7869,沼,zhǎo,neutral,7-9
7871,沾,zhān|tiān|diàn|chān,neutral,7-9
7872,沿,yán|yǎn|yàn,neutral,6
7874,況,kuàng,traditional,
7877,泄,xiè|yì,neutral,7-9
7882,泉,quán,neutral,4
7883,泊,pō|bó|pò,neutral,7-9
7885,泌,mì|bì,neutral,7-9
7893,泔,gān|hàn,neutral,
7894,法,fǎ,neutral,2
7900,泛,fàn|fěng|fá,neutral,5
7903,泞,nìng|zhù,simplified,
7906,泡,pào|pāo|páo,neutral,6
7907,波,bō|bēi|bì,neutral,6
7908,泣,qì|lì|sè,neutral,7-9
7910,泥,ní|nì|nǐ|niè|nìng,neutral,6
7913,注,zhù|zhòu,neutral,3
7915,泪,lèi,neutral,4
7920,泯,mǐn|miàn,neutral,
7921,泰,tài,neutral,7-9
7924,泳,yǒng,neutral,3
7932,泻,xiè,simplified,7-9
7933,泼,pō,simplified,5
7934,泽,zé,simplified,7-9
7935,泾,jīng,simplified,
7938,洁,jié|jí,simplified,6
7948,洋,yáng|xiáng|yǎng,neutral,6
7955,洒,sǎ|xǐ|xiǎn|sěn|cuǐ|xùn,neutral,5
7960,洗,xǐ|xiǎn,neutral,1
7964,洛,luò,neutral,
7967,洞,dòng|tóng,neutral,5
